"","AcoCtrl2","AcoCtrl3","AcoCtrl4","AcoDT1","AcoDT2","AcoDT3","AcoDT4","AcoCtrl1"
"Xpr1",1685,2228,1676,2499,2977,2878,2301,2235
"BC034090",112,94,78,46,67,71,65,88
"Stx6",2562,3045,2039,1934,2277,2324,1705,2524
"Mr1",388,685,419,315,463,436,309,518
"Ier5",2835,2252,1873,2769,3126,3124,2671,2528
"Cacna1e",72,110,71,58,84,75,72,114
"Zfp648",1,4,5,4,1,4,5,7
"Glul",7572,9830,7237,5290,9046,13758,8954,9371
"Teddm1a",0,0,0,1,1,0,0,0
"Teddm1b",0,0,0,0,0,0,0,0
"Teddm2",3,1,4,1,0,2,1,2
"Rgsl1",12,11,12,15,10,10,17,6
"Rnasel",313,410,309,450,543,743,517,438
"Rgs16",235,212,202,140,222,276,266,357
"Rgs8",19,17,15,9,8,10,6,11
"Npl",562,592,363,773,1050,803,1179,494
"Dhx9",3588,4267,3454,5648,6434,6461,5237,4491
"Shcbp1l",5,7,5,2,6,4,8,6
"Lamc1",5151,4685,4232,3363,4000,4050,3606,6216
"Lamc2",1377,1768,1263,2926,2729,2377,4128,1776
"Nmnat2",98,82,85,32,36,33,26,75
"Smg7",1899,2686,1902,1907,2425,2480,1861,2694
"Ncf2",685,592,558,447,551,923,456,684
"Arpc5",2617,3348,2418,4068,4815,5013,3986,3295
"Rgl1",1860,1411,1312,1202,1556,1580,1690,2098
"Apobec4",0,4,0,0,2,0,0,0
"Colgalt2",121,113,110,87,107,100,107,126
"Tsen15",311,312,240,267,350,288,260,310
"1700025G04Rik",2009,2693,1917,2069,2511,2086,1730,2079
"Edem3",2274,3049,2111,4468,5334,4671,3905,3043
"Niban1",4407,2859,2845,1707,2094,2442,1880,6582
"Rnf2",1800,2277,1529,2055,2341,2131,1876,2228
"Trmt1l",716,809,653,711,833,905,771,788
"Swt1",379,490,344,377,450,468,404,487
"Ivns1abp",4749,5193,3783,3203,4164,3988,3004,4503
"Hmcn1",828,1514,1062,690,856,1027,1069,1712
"Prg4",8,21,12,16,41,22,25,18
"Tpr",2814,3590,2740,3655,4154,4234,3194,3790
"Odr4",561,721,543,591,726,691,478,646
"Pdc",0,1,1,1,0,0,0,0
"Ptgs2",232,390,245,2294,3280,2402,2660,280
"Pla2g4a",974,1480,952,1640,2131,1728,1351,1169
"Brinp3",1,2,1,1,1,0,0,1
"Rgs18",224,312,191,388,470,594,418,245
"Rgs21",2,2,2,1,0,0,1,0
"Rgs1",213,236,131,1695,2842,1825,2286,179
"Rgs13",2,2,6,7,6,12,5,7
"Rgs2",2360,2560,1400,1415,2354,1986,1908,1854
"Uchl5",601,622,468,735,790,763,547,695
"Ro60",1857,2341,1800,2354,2437,2334,1891,2387
"Glrx2",261,291,208,186,227,224,196,340
"Cdc73",1681,2107,1595,1581,1732,1805,1352,2068
"B3galt2",138,223,200,133,135,130,116,253
"Kcnt2",94,41,64,33,19,16,23,67
"Gm4788",232,264,183,94,166,127,105,264
"Cfhr1",692,547,510,197,324,290,247,590
"Cfhr3",0,0,0,0,0,0,0,0
"Cfh",0,0,0,0,0,0,0,0
"Cfhr2",0,0,0,0,0,0,0,0
"F13b",0,0,0,0,0,0,0,0
"Aspm",603,780,539,1553,1504,1627,1125,933
"Zbtb41",1271,1706,1285,1290,1537,1410,1072,1654
"Crb1",46,34,39,15,18,22,27,47
"Dennd1b",1237,1634,1194,836,1257,1394,947,1836
"2310009B15Rik",117,109,86,136,141,136,105,92
"Lhx9",2,0,1,2,1,1,3,6
"Nek7",4131,5304,3601,4604,5371,4665,3567,4484
"Atp6v1g3",2,1,0,1,0,1,1,5
"Ptprc",1200,1991,1305,2688,4060,5205,3418,1507
"Nr5a2",52,54,36,19,24,28,15,50
"Zfp281",629,704,588,669,877,826,766,765
"Kif14",188,202,163,467,439,478,333,220
"Ddx59",554,778,502,586,620,573,432,675
"Camsap2",3423,4589,3293,3694,4309,4361,3483,4847
"Gpr25",1,6,2,3,5,1,1,2
"Inava",1105,1340,883,1248,1400,1364,1145,1424
"Mroh3",21,19,11,15,23,22,16,40
"Kif21b",566,691,461,1124,1514,1693,1256,847
"Cacna1s",6522,8132,6716,2038,5138,4351,2542,8487
"Ascl5",0,0,0,0,0,0,0,0
"Igfn1",2,1,1,4,5,0,1,1
"Tmem9",482,483,373,461,532,580,478,508
"Pkp1",30421,36845,25281,46741,51861,50751,36118,40902
"Tnnt2",29,17,17,13,8,26,11,31
"Lad1",7145,7073,5297,9203,10245,10039,6941,7916
"Tnni1",2030,2540,1670,406,949,1038,506,1990
"Phlda3",3842,3059,2764,2839,3544,3833,3068,3924
"Csrp1",5162,5087,4764,3311,4372,4738,4106,6650
"Nav1",1715,1884,1646,2381,2796,2613,2744,2148
"Ipo9",1574,1923,1485,2038,2472,2352,1841,1935
"Shisa4",1003,921,901,212,552,437,273,1023
"Lmod1",814,1099,1094,273,472,395,331,1238
"Timm17a",574,595,441,621,780,708,541,671
"Rnpep",3466,1976,1760,2189,2598,3018,2499,3137
"Elf3",112,135,109,715,1568,598,1203,124
"Gpr37l1",22,38,40,23,26,15,15,35
"Arl8a",840,868,670,666,922,880,750,901
"Ptpn7",190,239,158,182,275,305,227,168
"Lgr6",985,2329,1162,644,704,867,578,1499
"Ube2t",56,51,32,110,143,132,132,85
"Ppp1r12b",2570,3504,3129,1168,2039,1655,1220,3441
"Syt2",39,91,59,37,53,56,39,68
"Kdm5b",4672,5776,4282,5067,5725,5317,4788,5911
"Mgat4e",10,25,15,7,6,7,8,10
"Rabif",1020,1144,808,852,985,894,745,952
"Klhl12",695,965,663,585,777,733,556,789
"Adipor1",6348,7910,5342,5287,7281,5898,4926,6950
"Cyb5r1",2034,2153,1620,1390,2037,1681,1486,1833
"Mgat4f",2,0,0,0,1,0,2,2
"Tmem183a",1215,1318,884,1334,1558,1446,1237,1275
"Ppfia4",163,179,150,67,78,95,70,186
"Myog",87,67,95,27,104,65,55,54
"Adora1",2719,2554,2263,1945,2048,1718,2122,2775
"Mybph",141,116,208,155,238,366,140,153
"Chil1",5652,10133,6136,8468,12051,14566,10474,7530
"Chit1",184,319,185,133,196,153,156,234
"Btg2",2782,3294,2263,2106,3117,2968,2529,3140
"Fmod",918,794,917,519,775,580,662,1346
"Prelp",1349,1734,1451,1258,1475,1393,1652,1862
"Optc",0,5,1,2,0,5,0,3
"Atp2b4",8418,12708,9015,4835,6157,6088,4590,11235
"Lax1",13,23,16,31,41,45,39,13
"Zc3h11a",4069,5632,4053,3488,4270,4241,3301,5870
"Zbed6",2799,4425,3078,2728,3112,3046,2428,4426
"Snrpe",636,739,444,801,1042,820,839,682
"Sox13",762,632,598,452,543,670,561,767
"Etnk2",253,346,234,39,46,65,48,289
"Ren1",0,0,0,0,0,0,0,1
"Kiss1",10,8,4,1,4,6,2,10
"Golt1a",25,7,15,11,7,15,12,12
"Plekha6",1804,2843,1983,1410,1896,1730,1404,2577
"Ppp1r15b",2418,2358,1988,2544,2957,3003,2430,2518
"Pik3c2b",1194,1405,1158,1354,1503,1608,1265,1554
"Mdm4",1045,1450,1037,1021,1440,1364,982,1465
"Lrrn2",162,130,108,63,113,92,80,188
"Nfasc",269,318,279,155,268,188,163,334
"Cntn2",13,23,4,10,10,16,12,20
"Tmem81",0,0,0,0,0,0,0,0
"Rbbp5",933,1150,860,1041,1239,1245,919,1050
"Dstyk",1574,1991,1469,1150,1479,1414,1073,1948
"Tmcc2",277,286,225,97,166,133,114,261
"Nuak2",919,986,684,924,1100,1187,819,1085
"Klhdc8a",197,80,99,45,48,58,57,143
"Lemd1",1,0,0,0,0,0,0,0
"Cdk18",110,98,85,40,71,60,51,108
"Mfsd4a",1216,1796,1164,1269,1712,1714,1314,1607
"Elk4",722,972,596,776,1021,1046,695,986
"Slc45a3",766,1374,816,901,1075,1013,1008,1027
"Nucks1",3819,4493,3365,5471,6055,5872,4078,4826
"Rab29",454,416,333,287,364,400,312,473
"Slc41a1",1670,1808,1384,1398,1950,1784,1292,1845
"Pm20d1",503,559,455,552,697,748,534,770
"Slc26a9",203,250,241,1347,2290,1184,1402,405
"Rab7b",931,1452,949,882,1160,1164,757,1506
"Ctse",141,232,171,728,917,928,752,188
"Avpr1b",2,0,0,0,0,0,0,1
"Fam72a",61,60,40,150,152,165,93,65
"Srgap2",1802,2943,1985,1774,2095,2040,1587,2818
"Ikbke",511,754,461,487,626,746,565,601
"Rassf5",637,963,637,544,679,839,533,808
"Eif2d",1124,1199,950,1103,1316,1251,1004,1301
"Dyrk3",47,57,34,45,126,160,94,63
"Mapkapk2",4437,4159,3399,2806,4182,4168,3496,4243
"Il10",2,1,0,11,16,24,25,1
"Il19",1,5,4,93,263,152,206,15
"Il20",4,15,8,22,24,10,11,11
"Il24",5,10,3,800,1522,995,1320,14
"Fcmr",11,14,17,34,36,41,69,7
"Pigr",27,46,25,26,37,47,27,43
"Fcamr",7,22,4,6,9,8,7,19
"AA986860",1214,1543,1014,1231,1545,1274,1032,1910
"Pfkfb2",929,1063,805,711,873,789,599,1344
"Yod1",3151,4622,3282,4974,6502,4355,3466,5323
"C4bp",16,7,13,52,40,45,65,16
"Zp3r",1,0,0,0,0,0,1,0
"Cd55",1325,1311,1190,1029,1522,1286,1351,1280
"Cd55b",6,10,10,11,11,9,10,11
"Thsd7b",6,8,8,3,0,2,2,4
"Cxcr4",174,293,171,651,1123,885,1277,250
"Dars",2537,2266,1786,2324,2721,2648,1994,2608
"Mcm6",863,924,647,1487,1662,1715,1309,880
"Lct",9,10,8,6,5,9,7,6
"Ubxn4",2663,3851,2695,2339,3151,2929,2330,3388
"R3hdm1",1062,1562,1137,1857,2394,1965,1679,1494
"Zranb3",263,290,261,438,420,429,314,321
"Rab3gap1",1937,2312,1708,1716,2131,1977,1591,2417
"Map3k19",1,3,2,2,2,2,1,1
"Ccnt2",942,1291,965,890,1142,1107,945,1430
"Acmsd",1,0,1,0,0,2,0,1
"Tmem163",7,6,9,5,8,12,7,6
"Mgat5",1111,1051,880,2421,2800,2620,2312,1386
"Nckap5",579,385,339,146,174,317,235,1013
"Lypd1",18,32,7,2,9,5,10,22
"Gpr39",9,11,8,6,19,23,8,4
"Slc35f5",1816,2612,1717,1637,1885,1740,1325,2117
"Actr3",6882,8584,6361,11079,12697,12504,9801,8444
"Dpp10",0,1,0,0,0,0,0,0
"Ddx18",983,927,776,1148,1368,1300,1039,993
"Htr5b",11,8,11,5,2,9,3,16
"Ccdc93",766,1023,712,805,974,892,839,921
"Insig2",1624,2206,1498,1291,1548,1500,1461,2174
"En1",218,223,188,113,178,170,196,194
"Marco",0,0,0,0,0,0,0,0
"C1ql2",0,0,0,0,0,0,0,0
"Steap3",596,589,505,324,567,475,488,573
"3110009E18Rik",77,76,44,29,46,57,38,78
"Dbi",17045,9926,7291,6072,8044,7448,5785,18367
"Tmem37",389,351,315,435,589,663,670,348
"Sctr",6,12,15,8,11,21,19,13
"Cfap221",6,5,8,9,7,13,5,6
"Tmem177",207,203,155,189,192,176,152,208
"Ptpn4",1467,1940,1561,1552,1632,1864,1309,2055
"Epb41l5",946,1090,856,1021,1038,853,790,1200
"Tmem185b",715,708,528,584,685,721,586,687
"Ralb",2029,1816,1487,2459,3135,3014,2566,2156
"Inhbb",1532,1753,1176,1025,1179,1277,1305,1860
"Gli2",556,620,487,333,342,372,288,886
"Tfcp2l1",128,84,82,125,84,111,160,139
"Clasp1",2892,4004,3061,2978,3776,3568,2806,4219
"Nifk",2732,2613,2035,2966,3490,3368,2475,2793
"Tsn",1283,1337,1035,1330,1474,1459,1125,1422
"Cntnap5c",0,0,0,0,0,0,0,0
"Cntnap5b",0,0,0,0,0,0,0,0
"Cntnap5a",0,0,0,0,0,0,0,0
"Cdh20",4,1,3,0,3,1,4,5
"Rnf152",1118,1290,870,2894,2901,2212,2383,1812
"Pign",996,1120,856,1143,1413,1295,1001,1141
"Relch",2237,3135,2033,2715,3189,2972,2186,2817
"Tnfrsf11a",177,214,150,266,332,309,317,224
"Zcchc2",1198,1428,1065,871,1165,1183,875,1447
"Phlpp1",1238,1296,1111,983,1167,1273,829,1432
"Bcl2",900,1166,1048,561,767,784,588,1333
"Kdsr",2119,2899,1881,1841,2178,2209,1679,2547
"Vps4b",2926,4159,2680,3535,4281,4063,3141,3881
"Ppp1ccb",0,0,0,0,0,0,0,0
"Serpinb5",6710,8851,5844,8243,9239,8072,6703,9821
"Serpinb12",412,679,534,71,461,436,112,817
"Serpinb13",1629,1479,1168,25,69,304,39,2009
"Serpinb3a",0,0,0,0,0,0,0,0
"Serpinb3c",0,0,0,0,0,0,0,0
"Serpinb3b",0,0,0,0,0,0,0,0
"Serpinb3d",0,0,0,0,0,0,0,0
"Serpinb11",322,640,245,160,155,228,150,505
"Serpinb7",2818,4607,2981,754,1090,715,462,3729
"Serpinb2",2006,3309,2598,2705,3625,3565,1838,3680
"Serpinb10",193,323,283,239,292,277,199,476
"Serpinb8",2821,4562,2941,4156,5244,4232,3228,4368
"Cdh7",8,5,3,3,2,0,1,19
"Cdh19",245,289,239,111,168,245,159,277
"Dsel",194,261,193,116,148,131,111,262
"Acyp2",310,365,266,111,217,160,139,323
"4930505A04Rik",3,2,1,3,1,1,1,1
"Sptbn1",18636,22562,18944,10964,14560,14011,12443,24629
"Eml6",76,69,74,33,48,26,23,70
"Rtn4",11873,13110,10360,7934,10791,9099,7563,13182
"Clhc1",116,152,114,117,128,119,108,137
"Rps27a",9972,10235,6964,9300,10945,9722,8653,8827
"Mtif2",992,1273,882,735,1054,928,703,1014
"Prorsd1",234,242,164,182,210,217,181,206
"Ccdc88a",666,930,705,811,968,988,874,959
"Cfap36",121,143,116,121,126,131,99,151
"Ppp4r3b",2148,2534,1852,2249,2747,2526,2008,2475
"Pnpt1",891,1158,881,1206,1464,1450,1011,1146
"Efemp1",2185,2748,1966,1884,2899,3321,3043,2869
"Ccdc85a",87,105,82,48,82,57,73,98
"Vrk2",141,199,132,160,167,206,178,182
"Fancl",156,168,128,101,148,145,103,151
"Bcl11a",1344,2357,1262,1093,1235,1258,1040,1639
"Papolg",381,612,382,414,549,463,376,533
"Rel",696,985,751,528,777,714,503,765
"Pus10",418,513,361,443,512,511,359,486
"Pex13",1017,1260,906,888,1135,1027,803,1060
"0610010F05Rik",310,475,373,362,466,430,349,425
"1700093K21Rik",2,0,2,0,0,1,1,4
"Ahsa2",137,191,145,121,157,148,148,183
"Usp34",5641,7452,5708,6364,6862,7413,5486,8152
"Xpo1",2948,3345,2886,4691,4994,4874,3693,3776
"Fam161a",142,185,101,99,134,107,77,137
"Cct4",5311,5114,4021,6266,7384,7288,5531,5397
"Commd1",236,303,216,220,332,269,261,282
"Zrsr1",14,30,15,19,15,22,14,23
"B3gnt2",1323,1280,1125,1494,2067,1991,1618,1543
"Tmem17",119,90,81,76,123,103,70,89
"Ehbp1",837,998,853,403,737,623,528,976
"Otx1",18,62,6,15,37,44,11,28
"Wdpcp",120,175,123,85,95,118,119,145
"Mdh1",3719,4459,2993,2921,3883,3650,2731,3866
"Ugp2",4449,4893,3500,2910,4183,3381,2726,4025
"Vps54",2191,3705,2324,2506,2893,3013,2208,3101
"Peli1",2870,2794,2507,2254,2988,2776,2062,3566
"Lgalsl",5174,5989,4568,5683,6164,4890,3703,7530
"LOC115488490",0,0,0,0,0,0,0,0
"Aftph",1903,2372,1529,1852,2353,2517,1546,2292
"Sertad2",1893,3124,2070,2410,2796,2478,2047,2813
"Slc1a4",418,332,337,215,387,333,257,418
"Cep68",823,952,781,544,736,686,502,927
"Rab1a",5527,7662,5216,7818,9106,8215,6601,7192
"Pla2g3",316,323,351,395,431,254,268,494
"Inpp5j",100,107,99,124,123,67,56,156
"Selenom",1024,971,684,656,879,785,752,870
"Smtn",1890,2101,1650,1166,1384,1828,1313,3057
"Morc2a",1294,1289,1046,1270,1433,1419,1215,1502
"Osbp2",511,345,330,144,190,204,112,533
"4921536K21Rik",2,0,1,0,2,1,2,3
"Dusp18",119,86,73,86,121,148,70,121
"Slc35e4",711,848,552,531,710,613,600,693
"Tcn2",1598,1643,1236,1268,1862,1870,1776,1521
"Pes1",1946,1811,1433,1887,2412,2526,1730,2039
"Gal3st1",288,53,69,11,10,72,44,351
"Sec14l4",6585,12769,8041,4917,5795,5263,5329,9376
"Sec14l3",107,229,121,3,15,5,7,220
"Mtfp1",135,140,78,83,146,115,78,96
"Sec14l2",221,501,258,205,285,264,233,280
"Rnf215",387,381,262,269,315,393,353,326
"Ccdc157",306,367,209,210,257,294,234,316
"Sf3a1",2754,3177,2543,2768,3686,3722,2707,3492
"Tbc1d10a",2045,2307,1557,1446,1657,1702,1452,2217
"Castor1",557,521,432,277,422,405,299,553
"Osm",14,20,17,459,618,296,492,10
"Lif",101,110,79,510,902,456,922,89
"Hormad2",6,2,2,1,8,3,4,1
"Mtmr3",3492,3789,2918,2250,2957,3106,2407,4366
"Ascc2",1367,1709,1188,1389,1552,1619,1393,1789
"Uqcr10",1093,1517,898,964,1423,1058,997,1388
"Zmat5",63,99,89,74,92,98,95,89
"Cabp7",0,4,4,0,2,1,3,6
"Nf2",2932,2705,2164,3024,3537,3436,2420,2889
"Nipsnap1",331,399,259,244,281,280,260,431
"Thoc5",806,753,585,792,974,983,692,948
"Nefh",16,4,6,21,30,13,47,24
"Ap1b1",4654,4344,3556,4377,4872,5394,4377,4945
"Gas2l1",2011,2076,1572,2110,2398,2491,2054,2067
"Rasl10a",188,178,165,113,138,153,104,166
"Ewsr1",3488,4175,2903,3465,4683,4521,3443,4661
"Rhbdd3",385,420,274,242,319,357,261,336
"Emid1",124,138,93,138,146,158,180,150
"Gm39572",9,15,7,4,13,14,5,14
"Kremen1",2617,3815,2479,2921,3409,3535,2663,2982
"Znrf3",1277,1500,1116,894,1130,1103,763,1505
"Xbp1",4833,4687,3754,4974,6183,5854,5158,4826
"Ccdc117",1146,1254,899,1041,1394,1262,1271,1107
"Ankrd36",0,0,0,1,1,0,0,0
"Mrps24",660,650,477,547,741,614,540,663
"Urgcp",1451,1370,1066,761,1001,1014,828,1267
"Dbnl",2853,3246,2223,4004,4659,4449,3762,2762
"Pgam2",6308,5452,4845,1272,3672,2621,1911,4873
"Polm",97,139,98,75,92,120,69,133
"Aebp1",3884,4276,3836,3023,4534,4018,4423,5213
"Pold2",542,540,448,492,613,659,505,481
"Myl7",10,7,9,2,8,6,8,2
"Gck",5,7,7,2,5,3,2,3
"Ykt6",4332,4234,3237,3460,4776,4167,3238,4675
"Camk2b",1539,1819,1583,523,1172,889,560,1770
"Nudcd3",2459,2713,2096,2051,2384,2385,1814,2647
"Npc1l1",0,0,2,4,0,2,1,1
"Ddx56",780,645,554,752,920,921,680,807
"Tmed4",645,737,598,480,628,601,485,713
"Ogdh",9886,10328,8603,7504,10725,9429,7125,12401
"Zmiz2",2824,3129,2300,2481,2926,3269,2500,3417
"Ppia",15645,16609,11311,16527,22948,17564,15359,19953
"H2az2",543,637,431,331,425,394,309,593
"Purb",7583,11232,8036,10127,10757,11297,8593,10818
"Myo1g",331,467,343,664,929,1226,825,385
"Ccm2",728,821,641,669,921,998,933,795
"Nacad",33,23,17,32,61,43,55,29
"Tbrg4",1440,1194,1002,1283,1554,1643,1111,1193
"Wap",0,0,0,0,0,0,2,0
"Ramp3",144,127,116,296,315,319,466,109
"Adcy1",730,1330,884,471,455,492,439,1044
"Igfbp1",2,1,1,0,0,3,2,1
"Igfbp3",14550,22570,11087,1144,2930,3306,1557,10100
"Tns3",2547,3930,2818,2180,2738,3158,2945,3243
"Pkd1l1",24,26,24,9,16,19,6,48
"Hus1",100,105,87,131,136,148,141,139
"Sun3",3,8,4,4,4,9,5,0
"Gm11992",272,434,271,148,162,206,141,455
"Upp1",132,195,125,360,511,1427,957,173
"Abca13",2,10,4,17,20,77,34,5
"Vwc2",4,3,2,6,4,3,5,7
"Zpbp",16,15,22,8,16,16,15,24
"Spata48",9,14,7,5,6,4,3,5
"4930512M02Rik",0,0,0,0,0,0,0,0
"Ikzf1",410,797,485,547,1013,1288,707,567
"Fignl1",111,116,83,76,83,120,58,83
"Ddc",6,4,4,1,5,9,3,4
"Grb10",1300,1521,1221,575,1024,1104,726,1506
"Cobl",3444,5886,4056,1244,1980,1648,1054,5664
"Pom121l12",0,0,0,0,0,0,0,0
"Vstm2a",715,600,515,306,332,352,258,597
"Sec61g",1471,2237,1462,2416,3021,2256,2394,2117
"Egfr",3956,4691,3795,2775,3209,3763,3174,5960
"Fbxo48",50,88,84,126,158,127,143,72
"Plek",258,338,253,651,1086,866,1390,323
"Cnrip1",203,246,180,204,252,274,319,260
"Ppp3r1",5110,6492,4590,4252,5716,5273,4064,5535
"Pno1",977,861,797,1058,1304,1291,941,1026
"Wdr92",360,381,250,347,411,387,346,360
"C1d",456,588,411,510,598,527,480,558
"Etaa1",405,484,332,406,405,420,317,401
"Meis1",536,714,538,417,611,524,426,723
"Spred2",1112,1529,1199,1082,1276,1191,1033,1521
"Actr2",8923,10841,7938,16665,18363,17658,14352,10498
"Rnf185",1367,1769,1331,1318,1776,1609,1239,1678
"Limk2",5924,7594,5056,6829,7869,7456,5252,6900
"Pik3ip1",734,974,712,455,755,988,652,881
"Patz1",690,685,547,261,401,512,358,745
"Drg1",1252,1318,1027,1194,1552,1435,1134,1279
"Eif4enif1",1217,1644,1216,1266,1575,1622,1171,1861
"Sfi1",263,322,234,199,255,232,182,295
"Gm51877",9,16,18,11,7,2,14,17
"Pisd",1374,2045,1354,1252,1517,1498,1202,1669
"Prr14l",1961,2615,1872,2027,2245,2463,1756,2706
"Depdc5",672,908,628,670,789,798,593,820
"Ywhah",976,1248,963,1639,1915,1743,1561,1231
"Slc5a1",594,923,771,2168,2691,3087,1410,1018
"Spon2",929,871,827,1519,1781,1408,1291,1063
"Ctbp1",4648,4480,3557,3712,4566,4452,3495,4462
"Maea",1856,2017,1451,2042,2503,2521,1930,2061
"Uvssa",596,813,510,598,765,684,520,733
"Nkx1-1",0,0,0,0,0,0,0,0
"Fam53a",604,704,518,379,560,544,394,600
"Slbp",678,753,567,886,1059,992,881,700
"Tmem129",400,546,331,548,676,618,564,425
"Tacc3",366,316,236,1032,981,1218,854,332
"Fgfr3",3081,4511,2460,1616,1901,1661,1263,2894
"Letm1",2650,2837,2195,3680,4071,3814,2944,2830
"Nsd2",1793,1974,1593,2368,2582,2500,2132,2129
"Nelfa",767,864,719,797,1046,995,807,1030
"Gm1673",24,27,21,3,10,9,20,24
"Nat8l",199,256,194,45,97,128,89,213
"Poln",27,49,35,31,33,35,24,44
"Haus3",0,0,0,0,0,0,0,0
"Mxd4",1310,1529,1058,718,852,963,808,1358
"Zfyve28",133,56,55,16,21,40,16,99
"Cfap99",111,94,74,73,108,53,63,80
"Rnf4",3055,3411,2389,3348,4052,3765,2933,3289
"Fam193a",1021,1340,992,1096,1436,1386,1278,1488
"Tnip2",262,220,172,204,354,320,230,243
"Sh3bp2",359,512,351,619,781,773,703,489
"Add1",6483,7898,5610,5585,6895,6883,5321,7427
"Mfsd10",580,508,399,462,789,657,616,517
"Nop14",647,688,571,709,880,946,617,719
"Grk4",114,123,96,70,98,86,77,95
"Htt",1902,2570,2012,2701,2880,2876,2604,2454
"Msantd1",13,13,12,5,7,12,5,10
"Rgs12",2826,3227,2135,2915,3208,3321,2837,2959
"Hgfac",28,37,26,5,9,20,18,25
"Dok7",162,191,147,42,75,93,71,121
"Lrpap1",956,1074,766,890,1101,1132,948,1057
"Adra2c",81,74,89,17,28,41,24,72
"Hmx1",1,11,4,0,2,3,2,3
"Cpz",43,50,33,9,28,3,10,40
"Trmt44",563,675,485,454,565,514,493,657
"Acox3",842,777,597,533,720,710,632,837
"Htra3",2123,1467,1388,1327,1446,1405,1440,1477
"Sh3tc1",461,405,400,305,459,522,428,414
"Ablim2",286,293,280,144,364,250,258,402
"Afap1",1850,2186,1847,1527,2021,1874,1875,2436
"Sorcs2",1304,1432,818,1485,1553,1345,1186,1324
"Psapl1",30715,44729,29821,21368,24614,25422,21876,38294
"Grpel1",1317,1428,1167,1298,1613,1485,1220,1302
"Tada2b",603,775,557,643,743,722,607,771
"Ccdc96",17,13,17,13,11,19,24,15
"Tbc1d14",3513,4751,3128,4028,4865,4755,3930,3972
"D5Ertd579e",978,1135,906,562,726,659,518,1186
"Gm32584",0,0,0,0,0,0,0,0
"Bloc1s4",435,382,334,268,377,340,298,361
"Mrfap1",5783,5194,3840,4442,5629,5091,3840,5371
"Man2b2",2152,2634,1950,2226,2942,2588,2597,2621
"Ppp2r2c",35,68,66,127,130,146,135,116
"Wfs1",717,625,497,459,634,548,438,824
"Jakmip1",36,48,41,63,94,118,79,37
"Gm1043",23,35,20,20,19,29,13,28
"Crmp1",22,35,30,33,37,30,23,26
"Evc",855,812,649,469,632,701,582,994
"Evc2",324,245,226,158,215,229,189,373
"Stk32b",43,25,22,13,15,13,3,28
"Cytl1",62,44,36,6,17,6,6,46
"Msx1",188,42,80,22,19,34,32,75
"Stx18",410,473,328,431,498,510,392,413
"Nsg1",271,276,232,58,102,113,68,284
"Zbtb49",304,384,318,266,297,312,236,350
"Lyar",191,181,149,242,299,337,279,189
"Tmem128",536,634,435,569,655,721,578,612
"Otop1",15,33,9,6,45,0,2,9
"Drd5",0,0,0,0,0,0,0,1
"Slc2a9",167,153,125,458,634,439,611,176
"Wdr1",6059,5907,4723,9511,11136,10963,9394,6603
"Zfp518b",593,485,441,400,377,424,317,584
"Clnk",13,17,17,8,11,48,17,12
"Hs3st1",109,146,101,269,342,217,236,150
"Rab28",619,836,578,470,676,657,536,726
"Nkx3-2",0,0,0,0,0,0,0,0
"Bod1l",839,1233,945,1026,1127,1238,1056,1244
"Cpeb2",4803,6114,4376,3605,4803,4458,3636,6561
"C1qtnf7",121,181,138,80,93,124,59,194
"Cc2d2a",277,249,233,168,199,212,180,356
"Fbxl5",2256,2275,1842,3400,3882,3814,2999,2696
"Bst1",40,34,30,282,337,299,444,31
"Cd38",34,34,31,50,127,151,89,39
"Fgfbp1",4995,6438,4376,10496,11891,12344,9438,6111
"Prom1",250,92,151,35,44,53,53,189
"Tapt1",1804,2290,1666,1267,1806,1685,1278,1913
"Ldb2",222,277,209,188,285,217,246,233
"Qdpr",642,531,408,671,710,759,614,586
"Clrn2",6,16,5,1,3,6,4,9
"Lap3",7491,2393,3232,1678,2335,4449,2810,9313
"Med28",849,752,619,789,940,904,701,950
"Fam184b",24,35,15,15,12,16,10,39
"Ncapg",221,192,166,643,563,632,452,253
"Lcorl",485,640,440,475,547,538,470,544
"Slit2",1205,1387,1263,656,1138,1017,1038,1675
"Pacrgl",72,114,79,63,106,94,77,104
"Kcnip4",85,133,120,53,73,61,56,81
"Adgra3",2227,3251,1896,1167,1350,1809,1208,3097
"Ppargc1a",282,346,259,91,157,147,87,353
"Dhx15",4187,4956,3658,5024,5889,5661,4385,5100
"Sod3",2636,3226,2311,1316,2385,2303,2182,2586
"Ccdc149",293,371,272,209,241,211,206,316
"Lgi2",382,679,276,443,644,437,423,236
"Sepsecs",418,589,441,394,491,423,326,536
"Pi4k2b",1304,1592,1039,1477,1618,1491,1185,1432
"Zcchc4",181,194,148,145,170,188,157,214
"Anapc4",771,1023,661,733,899,842,676,864
"Slc34a2",1486,2382,1621,607,1028,572,859,2218
"Sel1l3",1293,1505,1240,1587,1902,1079,1258,1251
"Smim20",477,457,359,387,440,424,457,455
"Rbpj",2768,4214,2880,3090,3597,3868,3356,3765
"Cckar",2,2,7,1,1,0,1,1
"Tbc1d19",335,333,289,274,304,306,270,374
"Stim2",2068,2531,1814,2345,2758,2620,1813,2430
"LOC118568148",1,4,5,8,6,5,9,9
"Pcdh7",2352,2666,1771,3582,3620,3555,2545,2837
