Geneid	GeneSymbol	Entrez	logFC_DTvsC	logCPM_DTvsC	PValue_DTvsC	PAdj_DTvsC	sig	up	down	sig_col
4933407O12Rik	4933407O12Rik	102635879	0.783276329534419	-1.00513608063143	0.0464935105599066	0.0834570174915316	FALSE	FALSE	FALSE	NotSig
4933417A18Rik	4933417A18Rik	66761	1.0753061592115	-0.863511596849648	0.0182444073175264	0.0374074998820571	TRUE	TRUE	FALSE	Up
4933427D14Rik	4933427D14Rik	74477	-0.219659137918279	4.51259184693383	0.127698433691604	0.196163097239806	FALSE	FALSE	FALSE	NotSig
4933428G20Rik	4933428G20Rik	100141474	-0.735380246636071	1.59437476886534	0.00325505936592426	0.00829307721998533	FALSE	FALSE	FALSE	NotSig
4933430I17Rik	4933430I17Rik	214106	0.15714206418617	0.98854153749071	0.570289362022864	0.663539578343401	FALSE	FALSE	FALSE	NotSig
4933434E20Rik	4933434E20Rik	99650	-0.255998143403185	5.68964764635279	0.0202679478013215	0.041025446197735	FALSE	FALSE	FALSE	NotSig
4933440N22Rik	4933440N22Rik	74471	-0.0973576059898617	0.245225475257621	0.746094026027625	0.808859281396562	FALSE	FALSE	FALSE	NotSig
5031439G07Rik	5031439G07Rik	223739	0.10191695511401	7.40615441567208	0.439846172137996	0.540130662416003	FALSE	FALSE	FALSE	NotSig
5730409E04Rik	5730409E04Rik	230757	-0.193652171091557	3.33834700221076	0.136171613956269	0.206611451494818	FALSE	FALSE	FALSE	NotSig
5730455P16Rik	5730455P16Rik	70591	-0.345007974545659	4.51609787341939	0.00289487091265816	0.007479467034917	FALSE	FALSE	FALSE	NotSig
5830411N06Rik	5830411N06Rik	NA	-0.0575129503748861	0.148205849966334	0.861661193603537	0.901087174613738	FALSE	FALSE	FALSE	NotSig
6030458C11Rik	6030458C11Rik	77877	-0.2330899336258	4.08253048008914	0.0604958637323531	0.104002682747102	FALSE	FALSE	FALSE	NotSig
6330403K07Rik	6330403K07Rik	103712	-0.468533533023486	3.1227624436259	0.0598415331142655	0.103128785951423	FALSE	FALSE	FALSE	NotSig
6430548M08Rik	6430548M08Rik	234797	1.19490404616082	5.70261283305828	1.60464866551833e-17	5.16307020729575e-16	TRUE	TRUE	FALSE	Up
6430571L13Rik	6430571L13Rik	235599	-1.18859625026619	3.21307671854486	1.29501528774342e-14	2.85847645284198e-13	TRUE	FALSE	TRUE	Down
6430628N08Rik	6430628N08Rik	76237	-0.423543905351127	0.136787165269259	0.147143475288565	0.220885501252334	FALSE	FALSE	FALSE	NotSig
6820408C15Rik	6820408C15Rik	228778	0.224557281297321	-0.951525878406597	0.641724412492078	0.725510534336508	FALSE	FALSE	FALSE	NotSig
8030462N17Rik	8030462N17Rik	212163	0.258859191988615	6.1946134982358	0.0139441183052841	0.0295813939963215	FALSE	FALSE	FALSE	NotSig
9030025P20Rik	9030025P20Rik	100041574	-0.815094994364484	-0.217690497379135	0.0202936919293235	0.0410719514787359	FALSE	FALSE	FALSE	NotSig
9130008F23Rik	9130008F23Rik	71583	-0.0798032239192544	1.9486763937936	0.663304223229968	0.744460619186601	FALSE	FALSE	FALSE	NotSig
9130023H24Rik	9130023H24Rik	100043133	-0.0903923552985475	3.63958548854753	0.533304837357841	0.629517002429481	FALSE	FALSE	FALSE	NotSig
9130401M01Rik	9130401M01Rik	75758	0.693330562500683	1.4754667929205	0.00303301489877493	0.0077956523988093	FALSE	FALSE	FALSE	NotSig
9330159F19Rik	9330159F19Rik	212448	-1.20081565692303	3.1064201139975	4.34205769826036e-10	4.72182858052023e-09	TRUE	FALSE	TRUE	Down
9430015G10Rik	9430015G10Rik	230996	0.41588851033878	2.50122520884798	0.0102016896051663	0.0224612827539605	FALSE	FALSE	FALSE	NotSig
9430038I01Rik	9430038I01Rik	77252	0.477572637094168	2.8170437468013	0.00129860491168962	0.00372360461146185	FALSE	FALSE	FALSE	NotSig
9530053A07Rik	9530053A07Rik	319482	-3.68284835929962	2.46922518777221	3.53901666890018e-17	1.08235534535662e-15	TRUE	FALSE	TRUE	Down
9530068E07Rik	9530068E07Rik	213673	0.40529503531274	6.00799573884968	3.74119809131622e-05	0.000155269141825667	FALSE	FALSE	FALSE	NotSig
9530077C05Rik	9530077C05Rik	68283	-0.396831474262206	2.1547815545917	0.0323685008815406	0.0613731271348449	FALSE	FALSE	FALSE	NotSig
9830107B12Rik	9830107B12Rik	328829	2.78653589330768	-0.148887065002235	1.74176567588612e-10	2.05044525955704e-09	TRUE	TRUE	FALSE	Up
9930012K11Rik	9930012K11Rik	268759	0.430909831653068	1.1808072004417	0.102101484104521	0.162131604081185	FALSE	FALSE	FALSE	NotSig
9930021J03Rik	9930021J03Rik	240613	-0.168889400922444	6.02153407238124	0.201815350697958	0.287093804248855	FALSE	FALSE	FALSE	NotSig
9930104L06Rik	9930104L06Rik	194268	-0.136658138621567	2.08355428248714	0.458066308557706	0.558161304102231	FALSE	FALSE	FALSE	NotSig
9930111J21Rik1	9930111J21Rik1	667214	-0.215508152324636	-0.426577997163249	0.716060963191792	0.785427217852832	FALSE	FALSE	FALSE	NotSig
A130010J15Rik	A130010J15Rik	319266	-0.0279039113591298	4.26858816507744	0.826221986044278	0.874823604635631	FALSE	FALSE	FALSE	NotSig
A2m	A2m	232345	1.91747821945336	3.10246636043025	4.94252420679323e-10	5.28187763395994e-09	TRUE	TRUE	FALSE	Up
A2ml1	A2ml1	232400	-1.02884111476825	-0.931423293670442	0.0227502339080502	0.0452472807130745	TRUE	FALSE	TRUE	Down
A3galt2	A3galt2	215493	0.78074328957451	4.70287730111891	2.94464083517771e-07	1.87539104801164e-06	FALSE	FALSE	FALSE	NotSig
A430005L14Rik	A430005L14Rik	97159	0.181138742345328	3.32919710832608	0.224485437106064	0.313097554169651	FALSE	FALSE	FALSE	NotSig
A430033K04Rik	A430033K04Rik	243308	-0.740233817991861	1.8686065831611	2.51136270896056e-05	0.000108193561028208	FALSE	FALSE	FALSE	NotSig
A430057M04Rik	A430057M04Rik	319486	-0.505384177057257	-0.947295388500474	0.180383502182212	0.261598405149467	FALSE	FALSE	FALSE	NotSig
A4galt	A4galt	239559	0.696156571982103	3.55819097867087	0.00663428135248675	0.0154678238449286	FALSE	FALSE	FALSE	NotSig
A4gnt	A4gnt	333424	-1.77303086594779	-0.695279305908821	6.44275333840215e-05	0.00025301922231538	TRUE	FALSE	TRUE	Down
A530016L24Rik	A530016L24Rik	319942	-1.01718153791529	5.21544897301092	1.76243463479593e-08	1.41309151015827e-07	TRUE	FALSE	TRUE	Down
A930007A09Rik	A930007A09Rik	432999	0.269613919013328	0.473873692794173	0.326660863248011	0.424919809221936	FALSE	FALSE	FALSE	NotSig
A930009A15Rik	A930009A15Rik	77798	0.0562459709964524	0.138680598982038	0.898548867750833	0.927610176601935	FALSE	FALSE	FALSE	NotSig
A930018P22Rik	A930018P22Rik	68243	0.141716009810777	0.218804293511633	0.603558003536996	0.692761555424099	FALSE	FALSE	FALSE	NotSig
AA467197	AA467197	433470	0.614089987371538	1.95238224876804	0.0392092979793667	0.0721756660372234	FALSE	FALSE	FALSE	NotSig
AA986860	AA986860	212439	-0.0492308846664236	5.70571482531669	0.736860060324556	0.801837376186203	FALSE	FALSE	FALSE	NotSig
Aaas	Aaas	223921	0.496979023138313	5.05559669672152	0.0003281203125639	0.00109543294986728	FALSE	FALSE	FALSE	NotSig
